6467,04-03-2006 10:36,Supervisor,biocrust,ah3745,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  1.4381,  0.8777,  5.0404,  0.1420, 22.8120,  0.0853,  0.0535,  0.0056,  8.1703,  0.0473,  1.4731,  0.0155,  6.1422,  0.0248,  0.0425,  0.0040,< LOD,  0.0006,  0.0083,  0.0013,  0.0146,  0.0017,  1.2837,  0.0161,< LOD,  0.0008,< LOD,  0.0007,  0.0022,  0.0008,  0.0022,  0.0005,  0.0003,  0.0003,< LOD,  0.0003,  0.0202,  0.0010,  0.0486,  0.0009,  0.0136,  0.0005,< LOD,  0.0018,< LOD,  0.0021,< LOD,  0.0014,< LOD,  0.0066,  0.1617,  0.0321,< LOD,  0.0009,< LOD,  0.0005,  0.0016,  0.0013,Passed
6468,04-03-2006 10:38,Supervisor,biocrust,ah3745,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  1.3661,  1.0121,  6.5322,  0.1652, 20.9860,  0.0844,  0.0538,  0.0061, 13.4837,  0.0632,  0.9312,  0.0135,  7.5080,  0.0287,  0.0057,  0.0041,< LOD,  0.0007,< LOD,  0.0014,  0.0187,  0.0021,  1.4827,  0.0184,< LOD,  0.0007,< LOD,  0.0007,  0.0033,  0.0009,  0.0031,  0.0006,  0.0003,  0.0003,< LOD,  0.0003,  0.0130,  0.0009,  0.0469,  0.0009,  0.0054,  0.0004,< LOD,  0.0016,< LOD,  0.0019,  0.0017,  0.0014,< LOD,  0.0068,  0.2087,  0.0353,< LOD,  0.0008,< LOD,  0.0005,  0.0014,  0.0013,Passed
6469,04-03-2006 10:39,Supervisor,biocrust,ah3745,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,< LOD,  1.0421,  7.3123,  0.1685, 20.1605,  0.0804,  0.0648,  0.0064, 15.8590,  0.0694,  0.8868,  0.0131,  9.2038,  0.0324,  0.0205,  0.0043,< LOD,  0.0007,  0.0129,  0.0017,  0.0265,  0.0023,  1.3992,  0.0186,< LOD,  0.0007,  0.0009,  0.0008,  0.0033,  0.0009,  0.0028,  0.0006,< LOD,  0.0003,< LOD,  0.0003,  0.0116,  0.0009,  0.0465,  0.0009,  0.0041,  0.0003,< LOD,  0.0015,< LOD,  0.0019,< LOD,  0.0014,< LOD,  0.0071,  0.1809,  0.0375,< LOD,  0.0008,< LOD,  0.0005,< LOD,  0.0012,Passed
6470,04-03-2006 10:40,Supervisor,biocrust,ah3745,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  3.3661,  1.1967,  1.5309,  0.0930, 17.5215,  0.0630,  0.0436,  0.0050, 10.5381,  0.0586,  1.0269,  0.0126,  6.3198,  0.0257,< LOD,  0.0028,< LOD,  0.0007,< LOD,  0.0013,  0.0054,  0.0016,  0.5027,  0.0103,< LOD,  0.0006,< LOD,  0.0006,  0.0009,  0.0007,  0.0024,  0.0006,< LOD,  0.0003,< LOD,  0.0003,  0.0132,  0.0010,  0.0312,  0.0009,  0.0074,  0.0005,< LOD,  0.0020,< LOD,  0.0022,< LOD,  0.0014,< LOD,  0.0064,  0.1213,  0.0321,< LOD,  0.0008,< LOD,  0.0006,< LOD,  0.0015,Passed
6471,04-03-2006 10:41,Supervisor,biocrust,ah3745,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  2.5107,  1.1863,  2.4606,  0.1096, 17.9093,  0.0681,  0.0494,  0.0055, 11.8559,  0.0619,  1.2923,  0.0143,  7.6014,  0.0286,< LOD,  0.0033,< LOD,  0.0007,< LOD,  0.0013,  0.0096,  0.0018,  0.5841,  0.0115,< LOD,  0.0006,< LOD,  0.0006,  0.0012,  0.0007,  0.0031,  0.0006,< LOD,  0.0003,< LOD,  0.0003,  0.0166,  0.0010,  0.0385,  0.0009,  0.0068,  0.0004,< LOD,  0.0018,< LOD,  0.0021,< LOD,  0.0014,< LOD,  0.0067,  0.1898,  0.0351,< LOD,  0.0008,< LOD,  0.0006,  0.0017,  0.0014,Passed
6472,04-03-2006 10:44,Supervisor,biocrust,ah3745,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  3.0286,  1.1499,  2.8679,  0.1126, 18.3007,  0.0673,  0.0383,  0.0053,  8.7974,  0.0535,  0.8131,  0.0116,  6.6416,  0.0262,  0.0324,  0.0038,  0.0012,  0.0007,< LOD,  0.0013,  0.0117,  0.0017,  1.5688,  0.0179,< LOD,  0.0011,  0.0013,  0.0007,  0.0024,  0.0008,  0.0030,  0.0006,< LOD,  0.0004,< LOD,  0.0003,  0.0102,  0.0009,  0.0438,  0.0010,  0.0084,  0.0005,< LOD,  0.0019,< LOD,  0.0023,< LOD,  0.0014,< LOD,  0.0060,  0.1390,  0.0295,< LOD,  0.0009,< LOD,  0.0007,  0.0025,  0.0015,Passed
6473,04-03-2006 10:45,Supervisor,biocrust,ah3745,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  2.6442,  1.0707,  3.1136,  0.1146, 18.6371,  0.0680,  0.0405,  0.0053,  8.2663,  0.0516,  0.9119,  0.0121,  6.5078,  0.0259,  0.0110,  0.0037,< LOD,  0.0007,< LOD,  0.0013,  0.0108,  0.0017,  1.4721,  0.0173,< LOD,  0.0010,  0.0012,  0.0007,  0.0024,  0.0008,  0.0027,  0.0006,  0.0006,  0.0004,< LOD,  0.0003,  0.0102,  0.0009,  0.0435,  0.0010,  0.0088,  0.0005,< LOD,  0.0019,< LOD,  0.0022,  0.0015,  0.0014,< LOD,  0.0061,  0.1557,  0.0303,< LOD,  0.0009,< LOD,  0.0006,< LOD,  0.0015,Passed
6474,04-03-2006 10:47,Supervisor,biocrust,ah3745,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  2.1677,  0.8339,  4.3845,  0.1337, 21.9625,  0.0769,  0.0234,  0.0043,  2.4158,  0.0268,  1.3139,  0.0141,  3.1316,  0.0170,  0.0313,  0.0032,  0.0013,  0.0005,  0.0012,  0.0010,  0.0130,  0.0013,  1.0658,  0.0132,< LOD,  0.0010,  0.0013,  0.0007,  0.0010,  0.0006,  0.0023,  0.0006,  0.0008,  0.0004,< LOD,  0.0003,  0.0132,  0.0009,  0.0355,  0.0009,  0.0101,  0.0006,< LOD,  0.0022,< LOD,  0.0023,< LOD,  0.0015,< LOD,  0.0057,  0.1199,  0.0252,< LOD,  0.0009,< LOD,  0.0007,< LOD,  0.0015,Passed
6475,04-03-2006 10:48,Supervisor,biocrust,ah3745,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  2.9039,  0.8628,  3.7704,  0.1258, 20.6590,  0.0710,  0.0183,  0.0040,  2.1910,  0.0263,  1.3032,  0.0139,  2.7116,  0.0159,  0.0158,  0.0030,  0.0011,  0.0006,  0.0013,  0.0010,  0.0106,  0.0013,  1.1353,  0.0134,< LOD,  0.0011,  0.0010,  0.0006,  0.0017,  0.0006,  0.0029,  0.0006,< LOD,  0.0004,< LOD,  0.0003,  0.0132,  0.0009,  0.0395,  0.0009,  0.0090,  0.0006,< LOD,  0.0023,< LOD,  0.0024,< LOD,  0.0016,< LOD,  0.0056,  0.1160,  0.0248,< LOD,  0.0009,< LOD,  0.0007,< LOD,  0.0016,Passed
6476,04-03-2006 10:49,Supervisor,biocrust,ah3745,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  3.0862,  1.1172,  2.5097,  0.0974, 16.2667,  0.0546,  0.0756,  0.0057,  8.1053,  0.0535,  0.9457,  0.0121,  7.0276,  0.0273,  0.1350,  0.0047,  0.0052,  0.0008,  0.0030,  0.0013,  0.0269,  0.0018,  2.4468,  0.0225,< LOD,  0.0014,  0.0010,  0.0007,  0.0039,  0.0009,  0.0061,  0.0008,  0.0005,  0.0004,< LOD,  0.0003,  0.0139,  0.0010,  0.0356,  0.0009,  0.0275,  0.0007,< LOD,  0.0019,< LOD,  0.0023,< LOD,  0.0014,< LOD,  0.0062,  0.1230,  0.0299,< LOD,  0.0009,< LOD,  0.0007,  0.0022,  0.0016,Passed
6477,04-03-2006 10:51,Supervisor,biocrust,ah3745,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  2.2153,  1.1395,  2.6412,  0.1018, 16.6615,  0.0576,  0.0767,  0.0058,  7.9857,  0.0529,  0.9964,  0.0124,  7.1377,  0.0276,  0.1396,  0.0048,  0.0057,  0.0008,  0.0041,  0.0014,  0.0316,  0.0019,  2.5329,  0.0230,  0.0021,  0.0014,  0.0008,  0.0008,  0.0033,  0.0009,  0.0070,  0.0009,< LOD,  0.0004,< LOD,  0.0003,  0.0146,  0.0010,  0.0358,  0.0009,  0.0271,  0.0007,< LOD,  0.0018,< LOD,  0.0023,< LOD,  0.0014,< LOD,  0.0065,  0.1255,  0.0315,< LOD,  0.0009,< LOD,  0.0007,  0.0039,  0.0016,Passed
File #,DateTime,Operator,Name,ID,Field1,Field2,test,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Zr,Zr Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Cal Check
6478,04-03-2006 10:52,Supervisor,biocrust,ah3745,t28,b4,soil,Soil,SoilNCDual,  3.0,,0.0,,0.0,,0.0,  2.5163,  0.0625,< LOD,  0.0052,< LOD,  0.0023,  0.0040,  0.0030,  0.0107,  0.0042,< LOD,  0.0013,< LOD,  0.0012,  0.0339,  0.0055,  0.0270,  0.0026,  0.0580,  0.0034,< LOD,  0.0081,< LOD,  0.0075,< LOD,  0.0042,< LOD,  0.0260,  0.1511,  0.1262,< LOD,  0.0041,< LOD,  0.0022,< LOD,  0.0061,Passed
File #,DateTime,Operator,Name,ID,Field1,Field2,test,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Mg,Mg Err,Al,Al Err,Si,Si Err,P,P Err,S,S Err,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Zr,Zr Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Cal Check
6479,04-03-2006 10:53,Supervisor,biocrust,ah3745,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  2.2961,  0.8561,  4.4863,  0.1338, 21.5785,  0.0795,  0.0744,  0.0059,  0.6643,  0.0165,  1.3273,  0.0143,  5.3365,  0.0225,  0.2887,  0.0054,  0.0116,  0.0007,  0.0056,  0.0011,  0.0470,  0.0019,  2.8219,  0.0221,< LOD,  0.0015,  0.0012,  0.0008,  0.0030,  0.0007,  0.0084,  0.0009,  0.0010,  0.0004,< LOD,  0.0003,  0.0178,  0.0010,  0.0262,  0.0008,  0.0504,  0.0009,< LOD,  0.0019,< LOD,  0.0022,< LOD,  0.0014,< LOD,  0.0060,  0.0765,  0.0253,< LOD,  0.0010,< LOD,  0.0006,  0.0027,  0.0015,Passed
6480,04-03-2006 10:54,Supervisor,biocrust,ah3745,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  2.2735,  0.8343,  3.3739,  0.1269, 21.6260,  0.0820,  0.0553,  0.0052,  1.2333,  0.0205,  1.0998,  0.0131,  4.5279,  0.0206,  0.1565,  0.0044,  0.0061,  0.0006,< LOD,  0.0010,  0.0313,  0.0016,  1.8444,  0.0176,< LOD,  0.0013,< LOD,  0.0007,  0.0022,  0.0007,  0.0055,  0.0007,< LOD,  0.0004,< LOD,  0.0003,  0.0164,  0.0009,  0.0248,  0.0008,  0.0314,  0.0008,< LOD,  0.0020,< LOD,  0.0022,< LOD,  0.0014,< LOD,  0.0059,  0.0735,  0.0255,< LOD,  0.0009,< LOD,  0.0007,  0.0027,  0.0015,Passed
6481,04-03-2006 11:01,Supervisor,biocrust,ah3745,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  3.1307,  1.3567,  1.6047,  0.1028, 15.2000,  0.0610,  0.0537,  0.0056, 16.3421,  0.0763,  0.7121,  0.0112,  8.7993,  0.0319,< LOD,  0.0041,< LOD,  0.0007,  0.0039,  0.0016,  0.0158,  0.0019,  1.4776,  0.0190,< LOD,  0.0010,  0.0013,  0.0007,  0.0032,  0.0010,  0.0037,  0.0007,< LOD,  0.0003,< LOD,  0.0003,  0.0132,  0.0010,  0.0534,  0.0011,  0.0054,  0.0004,< LOD,  0.0018,< LOD,  0.0023,  0.0015,  0.0014,< LOD,  0.0069,  0.1923,  0.0379,< LOD,  0.0008,< LOD,  0.0006,  0.0022,  0.0015,Passed
6482,04-03-2006 11:03,Supervisor,biocrust,ah3745,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  1.5616,  0.9068,  5.2128,  0.1463, 20.7710,  0.0746,  0.0229,  0.0046,  4.3433,  0.0363,  1.0193,  0.0129,  3.5162,  0.0184,  0.0366,  0.0033,  0.0030,  0.0006,< LOD,  0.0011,  0.0134,  0.0014,  1.2139,  0.0145,< LOD,  0.0010,  0.0013,  0.0007,  0.0012,  0.0006,  0.0026,  0.0006,  0.0005,  0.0004,< LOD,  0.0003,  0.0154,  0.0009,  0.0327,  0.0008,  0.0079,  0.0006,< LOD,  0.0021,< LOD,  0.0022,< LOD,  0.0015,< LOD,  0.0060,  0.0943,  0.0266,< LOD,  0.0009,< LOD,  0.0006,< LOD,  0.0015,Passed
6483,04-03-2006 11:04,Supervisor,biocrust,ah3745,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  1.3409,  0.8616,  6.4613,  0.1640, 21.4170,  0.0819,  0.0285,  0.0051,  5.0393,  0.0390,  1.0631,  0.0137,  4.7204,  0.0216,  0.0822,  0.0042,< LOD,  0.0006,< LOD,  0.0013,  0.0141,  0.0018,  2.3677,  0.0209,< LOD,  0.0011,  0.0012,  0.0008,  0.0029,  0.0008,  0.0045,  0.0007,< LOD,  0.0003,< LOD,  0.0003,  0.0109,  0.0009,  0.0475,  0.0009,  0.0103,  0.0005,< LOD,  0.0018,< LOD,  0.0020,  0.0020,  0.0014,< LOD,  0.0065,  0.1623,  0.0305,< LOD,  0.0009,< LOD,  0.0006,  0.0017,  0.0013,Passed
6484,04-03-2006 11:05,Supervisor,biocrust,ah3745,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  2.0473,  0.8708,  3.6015,  0.1285, 21.9720,  0.0810,  0.0271,  0.0047,  4.1720,  0.0348,  1.4959,  0.0151,  4.1969,  0.0200,  0.0220,  0.0033,  0.0014,  0.0006,  0.0042,  0.0011,  0.0119,  0.0015,  1.4598,  0.0160,< LOD,  0.0011,  0.0007,  0.0007,  0.0014,  0.0006,  0.0031,  0.0006,  0.0006,  0.0004,< LOD,  0.0003,  0.0114,  0.0009,  0.0418,  0.0009,  0.0098,  0.0006,< LOD,  0.0020,< LOD,  0.0022,< LOD,  0.0014,< LOD,  0.0060,  0.1152,  0.0268,< LOD,  0.0009,< LOD,  0.0006,< LOD,  0.0015,Passed
6485,04-03-2006 11:07,Supervisor,biocrust,ah3745,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  3.3076,  0.9094,  2.0590,  0.0825, 17.9313,  0.0490,  0.0233,  0.0037,  2.8555,  0.0309,  0.8111,  0.0108,  2.7090,  0.0160,< LOD,  0.0026,  0.0037,  0.0006,< LOD,  0.0009,  0.0085,  0.0011,  0.7788,  0.0111,< LOD,  0.0019,  0.0006,  0.0005,  0.0007,  0.0005,  0.0028,  0.0006,< LOD,  0.0006,< LOD,  0.0005,  0.0083,  0.0007,  0.0452,  0.0015,  0.0166,  0.0010,< LOD,  0.0034,< LOD,  0.0035,  0.0026,  0.0023,< LOD,  0.0043,  0.0780,  0.0203,< LOD,  0.0007,< LOD,  0.0010,  0.0031,  0.0024,Passed
6486,04-03-2006 11:08,Supervisor,biocrust,ah3745,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  3.6570,  1.1217,  2.1018,  0.0849, 16.8890,  0.0509,  0.0400,  0.0048,  8.6423,  0.0540,  0.6746,  0.0103,  5.6086,  0.0240,  0.0474,  0.0038,< LOD,  0.0007,< LOD,  0.0011,  0.0185,  0.0015,  1.5294,  0.0173,< LOD,  0.0015,  0.0013,  0.0007,  0.0016,  0.0007,  0.0039,  0.0007,  0.0009,  0.0005,< LOD,  0.0004,  0.0110,  0.0009,  0.0490,  0.0012,  0.0139,  0.0007,< LOD,  0.0024,< LOD,  0.0027,  0.0021,  0.0017,< LOD,  0.0053,  0.1521,  0.0266,< LOD,  0.0008,< LOD,  0.0008,< LOD,  0.0019,Passed
6487,04-03-2006 11:10,Supervisor,biocrust,ah3745,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  2.8153,  1.0775,  2.0122,  0.0916, 16.4069,  0.0543,  0.0551,  0.0052,  8.6379,  0.0552,  0.8344,  0.0115,  5.9791,  0.0252,  0.1730,  0.0048,  0.0067,  0.0008,  0.0024,  0.0013,  0.0342,  0.0018,  3.5231,  0.0266,< LOD,  0.0022,< LOD,  0.0007,  0.0032,  0.0009,  0.0081,  0.0009,  0.0019,  0.0005,< LOD,  0.0004,  0.0125,  0.0009,  0.0316,  0.0010,  0.0476,  0.0010,< LOD,  0.0022,< LOD,  0.0027,  0.0027,  0.0015,< LOD,  0.0056,  0.0957,  0.0271,< LOD,  0.0008,< LOD,  0.0008,< LOD,  0.0019,Passed
6488,04-03-2006 11:11,Supervisor,biocrust,ah3745,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  2.7674,  1.0121,  2.3812,  0.1236, 19.0258,  0.0729,  0.0426,  0.0049,  3.5999,  0.0352,  1.4321,  0.0150,  3.1233,  0.0177,  0.2486,  0.0051,  0.0084,  0.0007,  0.0054,  0.0012,  0.0460,  0.0017,  3.3012,  0.0238,  0.0018,  0.0017,< LOD,  0.0007,  0.0033,  0.0008,  0.0100,  0.0010,  0.0010,  0.0004,< LOD,  0.0003,  0.0177,  0.0010,  0.0247,  0.0008,  0.0536,  0.0009,< LOD,  0.0021,< LOD,  0.0023,< LOD,  0.0014,< LOD,  0.0066,  0.1335,  0.0304,< LOD,  0.0009,< LOD,  0.0006,  0.0031,  0.0015,Passed
6489,04-03-2006 11:12,Supervisor,biocrust,ah3745,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  1.8338,  0.8001,  3.4778,  0.1081, 22.6336,  0.0725,  0.0240,  0.0043,  1.7867,  0.0229,  1.4203,  0.0142,  3.3644,  0.0174,< LOD,  0.0028,< LOD,  0.0005,< LOD,  0.0009,  0.0135,  0.0013,  0.6590,  0.0103,< LOD,  0.0009,  0.0009,  0.0006,  0.0007,  0.0005,  0.0034,  0.0006,  0.0006,  0.0004,< LOD,  0.0003,  0.0168,  0.0009,  0.0323,  0.0009,  0.0155,  0.0007,< LOD,  0.0022,< LOD,  0.0024,  0.0024,  0.0016,< LOD,  0.0055,  0.1083,  0.0244,< LOD,  0.0008,< LOD,  0.0007,  0.0020,  0.0016,Passed
6490,04-03-2006 11:14,Supervisor,biocrust,ah3745,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  2.9613,  0.8772,  2.8138,  0.1195, 21.6436,  0.0811,  0.0549,  0.0051,  1.4560,  0.0219,  1.1628,  0.0134,  4.1911,  0.0197,  0.0898,  0.0039,  0.0023,  0.0006,  0.0016,  0.0011,  0.0319,  0.0016,  1.7179,  0.0169,< LOD,  0.0010,< LOD,  0.0007,  0.0024,  0.0007,  0.0048,  0.0007,  0.0004,  0.0003,< LOD,  0.0003,  0.0118,  0.0009,  0.0397,  0.0008,  0.0159,  0.0006,< LOD,  0.0019,< LOD,  0.0020,< LOD,  0.0013,< LOD,  0.0063,  0.1181,  0.0275,< LOD,  0.0009,< LOD,  0.0006,  0.0014,  0.0014,Passed
File #,DateTime,Operator,Name,ID,Field1,Field2,test,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Zr,Zr Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Cal Check
6491,04-03-2006 11:16,Supervisor,biocrust,ah3745,t28,b4,soil,Soil,SoilNCDual,  1.0,,0.0,,0.0,,0.0,  1.4940,  0.0833,< LOD,  0.0043,< LOD,  0.0024,  0.0041,  0.0037,  0.0056,  0.0047,< LOD,  0.0016,< LOD,  0.0016,  0.0266,  0.0091,  0.0423,  0.0044,  0.0087,  0.0030,< LOD,  0.0119,< LOD,  0.0106,  0.0105,  0.0055,< LOD,  0.0475,  0.4089,  0.2389,< LOD,  0.0060,< LOD,  0.0032,< LOD,  0.0077,Passed
File #,DateTime,Operator,Name,ID,Field1,Field2,test,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Mg,Mg Err,Al,Al Err,Si,Si Err,P,P Err,S,S Err,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Zr,Zr Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Cal Check
6492,04-03-2006 11:21,Supervisor,biocrust,ah3745,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  0.7908,  0.5914, 10.6823,  0.1989, 25.4943,  0.0913,  0.0281,  0.0048,  2.4176,  0.0252,  0.9494,  0.0137,  2.4948,  0.0152,  0.0760,  0.0036,  0.0034,  0.0005,  0.0050,  0.0010,  0.0221,  0.0015,  1.5990,  0.0160,< LOD,  0.0009,  0.0010,  0.0008,  0.0011,  0.0006,  0.0034,  0.0006,  0.0005,  0.0003,< LOD,  0.0003,  0.0112,  0.0008,  0.0411,  0.0008,  0.0078,  0.0005,< LOD,  0.0018,< LOD,  0.0019,  0.0017,  0.0015,< LOD,  0.0060,  0.1102,  0.0256,< LOD,  0.0009,< LOD,  0.0006,  0.0018,  0.0012,Passed
6493,04-03-2006 11:22,Supervisor,biocrust,ah3745,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  1.0027,  0.5754, 10.7880,  0.2035, 25.8010,  0.0954,  0.0229,  0.0045,  2.0568,  0.0231,  0.8704,  0.0135,  2.2722,  0.0144,  0.0580,  0.0035,< LOD,  0.0004,  0.0024,  0.0010,  0.0183,  0.0015,  1.5078,  0.0153,< LOD,  0.0009,  0.0015,  0.0008,  0.0014,  0.0006,  0.0030,  0.0005,  0.0004,  0.0003,< LOD,  0.0003,  0.0099,  0.0007,  0.0401,  0.0008,  0.0068,  0.0005,< LOD,  0.0018,< LOD,  0.0018,  0.0016,  0.0015,< LOD,  0.0061,  0.1476,  0.0253,< LOD,  0.0009,< LOD,  0.0005,< LOD,  0.0012,Passed
6494,04-03-2006 11:23,Supervisor,biocrust,ah3745,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  2.7261,  0.9332,  4.0698,  0.1361, 20.8691,  0.0782,  0.0320,  0.0048,  4.4094,  0.0365,  1.6102,  0.0157,  4.3672,  0.0205,  0.0181,  0.0035,< LOD,  0.0006,  0.0034,  0.0011,  0.0185,  0.0015,  1.4989,  0.0163,< LOD,  0.0011,< LOD,  0.0007,  0.0019,  0.0007,  0.0045,  0.0007,< LOD,  0.0003,< LOD,  0.0003,  0.0153,  0.0009,  0.0431,  0.0009,  0.0119,  0.0006,< LOD,  0.0020,< LOD,  0.0022,< LOD,  0.0014,< LOD,  0.0060,  0.1535,  0.0276,< LOD,  0.0009,< LOD,  0.0006,< LOD,  0.0015,Passed
6495,04-03-2006 11:25,Supervisor,biocrust,ah3745,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  2.1444,  0.8305,  5.9018,  0.1543, 23.1311,  0.0860,  0.0318,  0.0051,  4.8414,  0.0365,  1.6975,  0.0164,  4.7728,  0.0214,  0.0335,  0.0036,  0.0008,  0.0006,  0.0023,  0.0011,  0.0122,  0.0016,  1.4914,  0.0164,< LOD,  0.0010,  0.0010,  0.0007,  0.0016,  0.0007,  0.0042,  0.0007,< LOD,  0.0003,  0.0003,  0.0003,  0.0161,  0.0009,  0.0380,  0.0008,  0.0128,  0.0006,< LOD,  0.0019,< LOD,  0.0021,< LOD,  0.0015,< LOD,  0.0060,  0.1343,  0.0267,< LOD,  0.0009,< LOD,  0.0006,  0.0020,  0.0014,Passed
File #,DateTime,Operator,Name,ID,Field1,Field2,test,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Rb,Rb Err,Sr,Sr Err,Zr,Zr Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,Hg,Hg Err,Pb,Pb Err,Cal Check
6496,04-03-2006 11:26,Supervisor,biocrust,ah3745,t28,b4,soil,Soil,SoilNCDual,  1.0,,0.0,,0.0,,0.0,  0.0902,  0.0201,< LOD,  0.0040,< LOD,  0.0035,< LOD,  0.0019,< LOD,  0.0014,  0.0038,  0.0023,  0.0276,  0.0060,  0.0113,  0.0048,  0.0505,  0.0360,< LOD,  0.0324,< LOD,  0.0237,< LOD,  0.0458,  0.5051,  0.2459,< LOD,  0.0016,< LOD,  0.0043,Passed
File #,DateTime,Operator,Name,ID,Field1,Field2,test,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Mg,Mg Err,Al,Al Err,Si,Si Err,P,P Err,S,S Err,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Zr,Zr Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Cal Check
