Position,Bin_Number,Outlier,File #,DateTime,Operator,Name,ID,Field1,Field2,test,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Mg,Mg Err,Al,Al Err,Si,Si Err,P,P Err,S,S Err,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Zr,Zr Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Cal Check
,,0,6189,3/20/2006 12:06,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,1.9308,0.9559,2.8923,0.1252,21.9191,0.0862,0.0405,0.0051,8.2262,0.0483,1.3441,0.0147,5.7016,0.0239,0.0072,0.0037,< LOD,0.0006,< LOD,0.0012,0.0309,0.0018,1.3517,0.0165,< LOD,0.0008,0.0013,0.0008,0.0018,0.0007,0.0037,0.0006,0.0008,0.0003,< LOD,0.0003,0.0163,0.001,0.0398,0.0008,0.0064,0.0004,< LOD,0.0017,< LOD,0.0019,< LOD,0.0012,< LOD,0.0068,0.2013,0.0322,< LOD,0.0009,< LOD,0.0005,< LOD,0.0013,Passed
,,0,6190,3/20/2006 12:10,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,2.1521,0.7377,4.7393,0.1505,24.6401,0.0937,0.0551,0.0055,2.0945,0.0247,1.7653,0.0172,3.4145,0.0181,0.375,0.0059,0.0123,0.0006,0.0123,0.0012,0.0509,0.002,3.6718,0.0247,< LOD,0.0016,0.001,0.0008,0.0034,0.0008,0.0075,0.0008,0.001,0.0003,< LOD,0.0003,0.0117,0.0008,0.0174,0.0006,0.0366,0.0008,< LOD,0.0019,< LOD,0.0021,< LOD,0.0013,0.0088,0.0062,0.1138,0.0256,< LOD,0.0009,< LOD,0.0006,0.0016,0.0014,Passed
,,0,6191,3/20/2006 12:11,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,2.1652,0.6668,5.254,0.1543,25.3681,0.0936,0.0428,0.0051,0.8914,0.0169,1.6553,0.0167,2.2935,0.0147,0.3976,0.0056,0.0146,0.0006,0.006,0.001,0.0606,0.0019,3.5318,0.0233,< LOD,0.0018,< LOD,0.0008,0.0034,0.0007,0.0085,0.0008,0.0011,0.0004,< LOD,0.0004,0.0121,0.0008,0.0238,0.0007,0.0446,0.0009,< LOD,0.0021,< LOD,0.0022,0.0017,0.0014,< LOD,0.0057,0.0464,0.0224,< LOD,0.0009,< LOD,0.0007,0.0025,0.0015,Passed
,,0,6192,3/20/2006 12:13,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,1.7443,0.9168,3.3647,0.1239,20.689,0.0746,0.0212,0.0045,4.485,0.0368,1.2255,0.0137,3.9246,0.0195,< LOD,0.0032,< LOD,0.0006,< LOD,0.0011,0.0166,0.0015,1.1026,0.014,< LOD,0.0009,0.001,0.0007,0.0017,0.0007,0.0039,0.0007,0.0007,0.0004,< LOD,0.0003,0.012,0.0009,0.0464,0.0009,0.0096,0.0006,< LOD,0.0021,< LOD,0.0022,< LOD,0.0015,< LOD,0.0062,0.128,0.0286,< LOD,0.0009,< LOD,0.0006,< LOD,0.0014,Passed
,,0,6193,3/20/2006 12:14,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,2.7024,0.9132,4.0797,0.1329,20.9973,0.0765,0.0228,0.0046,4.5165,0.0369,1.1709,0.0136,4.1102,0.0199,0.0553,0.0036,0.0011,0.0006,< LOD,0.0011,0.0185,0.0015,1.4661,0.0161,< LOD,0.001,0.001,0.0008,0.0022,0.0007,0.0045,0.0007,0.0003,0.0003,< LOD,0.0003,0.0115,0.0009,0.0407,0.0009,0.0131,0.0006,< LOD,0.002,< LOD,0.0021,< LOD,0.0014,< LOD,0.0063,0.1035,0.029,< LOD,0.0009,< LOD,0.0006,< LOD,0.0014,Passed
,,0,6194,3/20/2006 12:16,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,1.7497,0.8766,5.0319,0.1498,22.2701,0.0853,0.0418,0.0053,4.1469,0.035,1.2506,0.0144,4.579,0.0211,0.1381,0.0045,0.0043,0.0006,0.0012,0.0011,0.0371,0.0018,2.3314,0.0205,< LOD,0.0011,0.001,0.0008,0.0025,0.0007,0.0053,0.0008,0.0006,0.0003,< LOD,0.0003,0.014,0.0009,0.0472,0.0009,0.0189,0.0006,< LOD,0.0018,< LOD,0.002,< LOD,0.0014,< LOD,0.0067,0.1432,0.0295,< LOD,0.0009,< LOD,0.0006,< LOD,0.0013,Passed
,,0,6195,3/20/2006 12:17,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,1.8716,0.8115,4.725,0.1519,23.0335,0.0893,0.0506,0.0053,2.0522,0.0251,1.3131,0.0148,3.4881,0.0183,0.2765,0.0052,0.0112,0.0006,0.0066,0.0011,0.0495,0.0018,2.8721,0.0219,< LOD,0.0013,0.0016,0.0009,0.0028,0.0008,0.0083,0.0009,0.001,0.0003,< LOD,0.0003,0.0146,0.0009,0.0347,0.0008,0.0296,0.0007,< LOD,0.0019,< LOD,0.002,< LOD,0.0013,< LOD,0.0067,0.0976,0.0284,0.0012,0.001,< LOD,0.0006,0.0013,0.0013,Passed
,,0,6196,3/20/2006 12:19,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,1.728,0.9109,1.785,0.1033,21.9838,0.0825,0.0327,0.0048,5.8343,0.0407,0.672,0.0106,4.7596,0.0214,0.0129,0.0034,< LOD,0.0005,0.0019,0.0011,0.017,0.0016,0.8988,0.0129,< LOD,0.0008,0.0008,0.0007,0.0021,0.0007,0.0028,0.0006,< LOD,0.0003,< LOD,0.0003,0.0077,0.0008,0.0308,0.0008,0.009,0.0005,< LOD,0.0019,< LOD,0.0021,< LOD,0.0013,< LOD,0.0063,0.127,0.0288,< LOD,0.0009,< LOD,0.0006,< LOD,0.0014,Passed
,,0,6197,3/20/2006 12:20,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,2.7649,0.8919,2.4942,0.1022,20.4178,0.0688,0.0254,0.0043,4.8383,0.0382,0.7142,0.0107,3.6424,0.0186,< LOD,0.003,< LOD,0.0006,< LOD,0.001,0.01,0.0013,1.1247,0.0139,< LOD,0.0011,0.0011,0.0006,0.0019,0.0006,0.0028,0.0006,0.0005,0.0004,< LOD,0.0004,0.0081,0.0008,0.0458,0.001,0.0106,0.0006,< LOD,0.0022,< LOD,0.0024,< LOD,0.0015,< LOD,0.0057,0.1372,0.0266,< LOD,0.0009,< LOD,0.0007,< LOD,0.0016,Passed
,,0,6198,3/20/2006 13:14,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,1.578,0.8684,5.0432,0.1252,20.3498,0.0636,0.0366,0.0051,5.4729,0.0413,1.0646,0.0131,4.7044,0.0217,0.0221,0.0038,< LOD,0.0007,< LOD,0.0013,0.0171,0.0017,1.4656,0.0165,< LOD,0.0007,0.0009,0.0007,0.0022,0.0008,0.0037,0.0007,< LOD,0.0003,< LOD,0.0003,0.0143,0.001,0.0399,0.0007,0.0075,0.0004,0.0019,0.0016,< LOD,0.0018,0.0016,0.0012,< LOD,0.0073,0.179,0.0341,< LOD,0.001,< LOD,0.0005,0.0016,0.0012,Passed
,,0,6199,3/20/2006 13:15,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,1.165,0.757,5.438,0.1353,22.2563,0.072,0.022,0.0044,2.6193,0.0279,1.1762,0.0135,3.1997,0.0174,0.0193,0.0034,< LOD,0.0006,0.002,0.0011,0.0228,0.0015,0.9383,0.0125,< LOD,0.0008,< LOD,0.0007,0.0015,0.0006,0.0023,0.0006,< LOD,0.0003,< LOD,0.0003,0.0104,0.0008,0.0355,0.0008,0.0064,0.0005,< LOD,0.0019,< LOD,0.002,< LOD,0.0014,< LOD,0.0066,0.1633,0.0298,< LOD,0.0009,< LOD,0.0005,0.0015,0.0013,Passed
,,0,6200,3/20/2006 13:17,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,2.5645,0.9742,2.0569,0.0942,18.9949,0.0618,0.0227,0.0043,5.3398,0.0413,0.9267,0.0119,3.7454,0.0192,< LOD,0.0031,< LOD,0.0006,< LOD,0.0011,0.0154,0.0014,1.0809,0.0138,< LOD,0.0009,< LOD,0.0006,0.0015,0.0006,0.0023,0.0006,< LOD,0.0003,< LOD,0.0003,0.0101,0.0009,0.0331,0.0009,0.0054,0.0005,< LOD,0.0021,< LOD,0.0023,< LOD,0.0014,< LOD,0.0063,0.16,0.0303,< LOD,0.0009,< LOD,0.0006,0.0015,0.0015,Passed
,,0,6201,3/20/2006 13:18,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,3.0664,1.0799,2.6447,0.1014,18.6197,0.0616,0.0305,0.0048,7.9637,0.0506,0.9844,0.0124,5.233,0.0231,< LOD,0.0035,< LOD,0.0007,< LOD,0.0012,0.018,0.0016,1.0619,0.0143,< LOD,0.0009,0.0007,0.0006,0.0016,0.0006,0.0017,0.0005,< LOD,0.0003,< LOD,0.0003,0.0113,0.0009,0.0313,0.0009,0.0044,0.0005,< LOD,0.002,< LOD,0.0023,< LOD,0.0015,< LOD,0.0062,0.1895,0.0313,< LOD,0.0008,< LOD,0.0006,< LOD,0.0015,Passed
,,0,6202,3/20/2006 13:19,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,2.1369,0.8849,3.1444,0.1071,20.3493,0.0671,0.0258,0.0044,3.0549,0.0311,1.2619,0.0137,4.1539,0.0199,< LOD,0.0034,< LOD,0.0006,< LOD,0.0011,0.0237,0.0015,1.2531,0.0148,< LOD,0.0009,0.0013,0.0007,0.0032,0.0007,0.0043,0.0007,< LOD,0.0003,< LOD,0.0003,0.0163,0.001,0.0421,0.0008,0.0061,0.0005,< LOD,0.0019,< LOD,0.0021,0.0023,0.0014,< LOD,0.007,0.1956,0.0327,< LOD,0.0008,< LOD,0.0005,0.0021,0.0013,Passed
,,0,6203,3/20/2006 13:20,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,1.1686,0.7095,4.7085,0.1298,23.0321,0.0759,0.0228,0.004,0.8205,0.0165,1.4894,0.0149,2.6218,0.0156,< LOD,0.0033,< LOD,0.0006,0.0027,0.001,0.0182,0.0014,1.3184,0.0144,< LOD,0.0009,0.001,0.0007,0.0022,0.0006,0.0028,0.0006,< LOD,0.0003,< LOD,0.0003,0.0142,0.0009,0.0368,0.0008,0.0064,0.0005,< LOD,0.0019,< LOD,0.002,< LOD,0.0014,< LOD,0.0068,0.1905,0.0297,< LOD,0.001,< LOD,0.0005,0.0019,0.0012,Passed
,,0,6204,3/20/2006 13:22,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,50,,0,,0,,0,< LOD,1.2473,2.4416,0.1259,17.5507,0.0747,0.0467,0.0061,7.3398,0.0606,1.1553,0.0162,5.8946,0.0304,< LOD,0.005,< LOD,0.0009,< LOD,0.0015,0.0284,0.002,1.3061,0.0162,< LOD,0.0008,< LOD,0.0007,0.0024,0.0008,0.0054,0.0008,0.0004,0.0003,< LOD,0.0003,0.0155,0.001,0.0757,0.0011,0.0108,0.0005,< LOD,0.0018,< LOD,0.0021,< LOD,0.0013,< LOD,0.0073,0.3639,0.0374,< LOD,0.0008,< LOD,0.0005,0.0018,0.0013,Passed
,,0,6205,3/20/2006 13:23,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,2.5446,1.1284,3.431,0.1032,17.8993,0.0602,0.0613,0.0058,11.3213,0.0612,0.981,0.0126,8.4929,0.0304,< LOD,0.0045,< LOD,0.0008,< LOD,0.0014,0.0298,0.002,1.6975,0.0197,< LOD,0.0008,0.0014,0.0007,0.0034,0.0009,0.0047,0.0008,0.0006,0.0003,< LOD,0.0003,0.0137,0.001,0.0799,0.0011,0.0095,0.0004,< LOD,0.0015,< LOD,0.002,< LOD,0.0013,< LOD,0.0074,0.3253,0.0388,< LOD,0.0009,< LOD,0.0005,0.0014,0.0013,Passed
,,0,6206,3/20/2006 13:26,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,3.1796,1.399,2.8471,0.0859,16.0839,0.0503,0.0723,0.0063,19.2581,0.0814,0.7546,0.0113,11.2853,0.0366,< LOD,0.0037,< LOD,0.0007,< LOD,0.0016,0.0199,0.0022,0.9434,0.0158,< LOD,0.0008,< LOD,0.0007,0.0018,0.0009,0.0023,0.0006,0.0005,0.0003,< LOD,0.0003,0.0085,0.0009,0.0367,0.001,0.0043,0.0004,< LOD,0.0016,0.0035,0.0023,< LOD,0.0015,< LOD,0.0062,0.1069,0.0338,< LOD,0.0007,< LOD,0.0006,< LOD,0.0016,Passed
,,0,6207,3/20/2006 13:27,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,1.7865,1.3093,3.3079,0.1004,17.0148,0.059,0.0673,0.0063,17.9461,0.0774,1.2184,0.0141,11.3839,0.0367,< LOD,0.004,< LOD,0.0007,0.0018,0.0017,0.0091,0.0021,0.8487,0.0152,< LOD,0.0005,0.0013,0.0008,0.0025,0.001,0.0045,0.0007,< LOD,0.0003,< LOD,0.0003,0.0186,0.0011,0.0468,0.0009,0.0046,0.0003,< LOD,0.0014,< LOD,0.0019,< LOD,0.0013,< LOD,0.0078,0.2526,0.043,< LOD,0.0008,< LOD,0.0005,0.0022,0.0012,Passed
,,0,6208,3/20/2006 13:28,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,< LOD,1.9711,3.9689,0.0943,11.5971,0.0351,0.1258,0.0082,39.8441,0.1256,0.3777,0.0092,23.6867,0.0608,< LOD,0.0058,< LOD,0.001,< LOD,0.0024,0.0471,0.0037,0.9969,0.0205,< LOD,0.0005,< LOD,0.0009,0.0044,0.0014,0.0027,0.0007,< LOD,0.0003,< LOD,0.0003,0.0176,0.0013,0.0586,0.0011,0.0011,0.0001,< LOD,0.0006,< LOD,0.0019,< LOD,0.0013,< LOD,0.0081,0.3516,0.0568,< LOD,0.0006,< LOD,0.0005,0.0015,0.0013,Passed
,,0,6209,3/20/2006 13:29,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,1.5562,1.3519,4.3846,0.1035,17.1944,0.0559,0.0819,0.0069,20.9587,0.0838,0.8417,0.0122,13.2998,0.0405,< LOD,0.0046,< LOD,0.0008,< LOD,0.0018,0.0239,0.0026,1.4881,0.0208,< LOD,0.0007,0.0014,0.0009,0.0027,0.0011,0.0024,0.0007,0.0005,0.0003,< LOD,0.0003,0.0166,0.0011,0.0492,0.0009,0.0043,0.0003,< LOD,0.0012,< LOD,0.0019,< LOD,0.0013,< LOD,0.0076,0.2353,0.0435,< LOD,0.0008,< LOD,0.0005,< LOD,0.0012,Passed
,,0,6210,3/20/2006 13:31,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,2.5307,0.8297,5.2441,0.1027,22.8187,0.0691,0.0512,0.0056,1.3417,0.0206,0.9523,0.0118,7.3998,0.026,0.0101,0.0038,< LOD,0.0006,0.0011,0.0011,0.0179,0.0016,1.4413,0.0164,< LOD,0.0008,< LOD,0.0008,0.0025,0.0007,0.0029,0.0006,0.0004,0.0003,< LOD,0.0003,0.0105,0.0009,0.046,0.0008,0.0071,0.0005,< LOD,0.0016,< LOD,0.0019,< LOD,0.0013,< LOD,0.0069,0.1821,0.0311,< LOD,0.001,< LOD,0.0005,< LOD,0.0012,Passed
,,0,6211,3/20/2006 13:32,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,1.9269,0.7841,4.0792,0.1054,22.1015,0.0715,0.0394,0.0049,0.5748,0.0149,1.4476,0.0143,5.7045,0.0229,0.0062,0.0037,< LOD,0.0006,< LOD,0.001,0.0194,0.0015,1.8023,0.0178,< LOD,0.0009,< LOD,0.0008,0.0027,0.0007,0.0035,0.0006,0.0004,0.0003,< LOD,0.0003,0.0122,0.0009,0.0459,0.0008,0.0083,0.0005,< LOD,0.0017,< LOD,0.002,< LOD,0.0013,< LOD,0.0071,0.2237,0.0316,< LOD,0.001,< LOD,0.0005,< LOD,0.0012,Passed
,,0,6212,3/20/2006 13:34,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,1.2352,1.1413,4.6273,0.1118,19.1036,0.064,0.0619,0.0064,15.3148,0.0695,0.8491,0.0121,10.6509,0.0349,0.0082,0.0044,< LOD,0.0007,0.0018,0.0017,0.0148,0.0023,1.4433,0.0192,< LOD,0.0007,0.0016,0.0008,0.0021,0.0009,0.0027,0.0006,0.0005,0.0003,< LOD,0.0003,0.0109,0.001,0.05,0.0009,0.0073,0.0004,< LOD,0.0014,< LOD,0.0019,< LOD,0.0013,< LOD,0.0071,0.1676,0.0374,< LOD,0.0008,< LOD,0.0005,< LOD,0.0012,Passed
,,0,6213,3/20/2006 13:35,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,1.7307,1.126,3.2621,0.0964,19.4356,0.0649,0.0535,0.0058,13.1301,0.0637,0.7516,0.0112,8.6641,0.0307,< LOD,0.0036,< LOD,0.0007,< LOD,0.0014,0.0102,0.0019,0.8957,0.0145,< LOD,0.0006,0.0008,0.0007,0.0029,0.0009,0.0026,0.0006,< LOD,0.0003,< LOD,0.0003,0.0127,0.001,0.0419,0.0008,0.0062,0.0004,< LOD,0.0015,< LOD,0.0019,< LOD,0.0013,< LOD,0.0074,0.1829,0.0385,< LOD,0.0008,< LOD,0.0005,< LOD,0.0012,Passed
,,0,6214,3/20/2006 13:36,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,2.3382,1.049,3.5283,0.1032,20.1876,0.0681,0.054,0.0057,11.418,0.0586,1.2158,0.0139,7.8823,0.0289,< LOD,0.0037,< LOD,0.0006,0.0031,0.0014,0.018,0.0018,1.3021,0.0171,< LOD,0.0007,0.001,0.0007,0.0021,0.0008,0.0029,0.0006,< LOD,0.0003,< LOD,0.0003,0.0158,0.001,0.0343,0.0008,0.0053,0.0004,< LOD,0.0016,< LOD,0.0019,0.0014,0.0013,< LOD,0.0069,0.273,0.0363,< LOD,0.0008,< LOD,0.0005,< LOD,0.0012,Passed
,,0,6215,3/20/2006 13:38,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,1.2967,1.0927,3.2557,0.1033,19.7913,0.0703,0.0583,0.0059,12.884,0.0628,1.1583,0.0137,8.8659,0.0312,0.0224,0.0046,< LOD,0.0007,0.0018,0.0015,0.02,0.002,1.5893,0.0194,< LOD,0.0008,0.0015,0.0008,0.0029,0.0009,0.0029,0.0007,< LOD,0.0003,< LOD,0.0003,0.0148,0.001,0.0359,0.0008,0.0063,0.0004,< LOD,0.0015,< LOD,0.0019,0.002,0.0012,< LOD,0.0073,0.2596,0.038,< LOD,0.0009,< LOD,0.0005,< LOD,0.0012,Passed
,,0,6216,3/20/2006 13:40,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,2.2249,1.0922,2.7595,0.1061,18.8786,0.0694,0.0517,0.0055,9.8607,0.0558,0.7952,0.0114,7.5425,0.0281,< LOD,0.0036,< LOD,0.0007,< LOD,0.0013,0.0149,0.0017,1.2643,0.0164,< LOD,0.001,< LOD,0.0007,0.0018,0.0008,0.0025,0.0006,< LOD,0.0004,< LOD,0.0003,0.0101,0.0009,0.044,0.001,0.0087,0.0005,< LOD,0.0018,< LOD,0.0022,0.0023,0.0014,< LOD,0.0061,0.1648,0.0305,< LOD,0.0008,< LOD,0.0006,0.0027,0.0015,Passed
,,0,6217,3/20/2006 13:41,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,3.0948,1.0931,2.117,0.0941,18.587,0.064,0.0377,0.0049,7.6577,0.0494,0.6437,0.0102,5.8849,0.0243,0.0147,0.0035,< LOD,0.0006,< LOD,0.0011,0.0085,0.0015,1.0909,0.0146,< LOD,0.001,0.001,0.0007,0.0015,0.0007,0.0021,0.0006,0.0007,0.0004,< LOD,0.0004,0.0089,0.0009,0.0423,0.001,0.0087,0.0006,< LOD,0.002,< LOD,0.0024,< LOD,0.0015,< LOD,0.0059,0.1212,0.029,< LOD,0.0008,< LOD,0.0007,< LOD,0.0016,Passed
,,0,6218,3/20/2006 13:42,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,3.0455,0.9243,2.213,0.0997,19.2915,0.0635,0.0245,0.0041,3.0936,0.0316,0.8043,0.0111,3.0537,0.0169,0.0147,0.0031,< LOD,0.0006,< LOD,0.0009,0.0103,0.0012,1.3988,0.0151,< LOD,0.0014,0.0016,0.0007,0.0013,0.0006,0.0031,0.0006,< LOD,0.0004,< LOD,0.0004,0.0116,0.0009,0.0602,0.0012,0.0139,0.0007,< LOD,0.0025,< LOD,0.0026,< LOD,0.0016,< LOD,0.0056,0.1142,0.0258,< LOD,0.0008,< LOD,0.0008,< LOD,0.0017,Passed
,,0,6219,3/20/2006 13:43,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,3.3613,0.8947,3.3151,0.1167,20.2868,0.0689,0.0324,0.0044,3.0432,0.031,0.9692,0.0122,3.1875,0.0173,0.0743,0.0036,0.0029,0.0006,0.0018,0.001,0.018,0.0013,1.7214,0.0168,< LOD,0.0015,0.0016,0.0006,0.0014,0.0005,0.0031,0.0006,< LOD,0.0004,< LOD,0.0004,0.013,0.0008,0.0682,0.0012,0.0144,0.0007,< LOD,0.0023,< LOD,0.0025,< LOD,0.0016,< LOD,0.0056,0.112,0.0258,< LOD,0.0008,< LOD,0.0007,0.0021,0.0016,Passed
,,0,6220,3/20/2006 13:45,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,2.5724,0.9742,2.8102,0.0952,17.5257,0.0536,0.0585,0.0051,4.7622,0.0404,0.9382,0.0118,5.2052,0.0228,0.1203,0.0043,0.0044,0.0007,< LOD,0.0012,0.024,0.0016,2.1924,0.0201,< LOD,0.0015,< LOD,0.0007,0.0026,0.0008,0.0052,0.0008,0.0007,0.0004,< LOD,0.0003,0.0132,0.001,0.0313,0.0009,0.0332,0.0008,< LOD,0.002,< LOD,0.0024,0.0021,0.0014,< LOD,0.0059,0.1031,0.0276,< LOD,0.0009,< LOD,0.0007,0.0024,0.0017,Passed
,,0,6221,3/20/2006 13:46,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,3.4259,0.9541,2.7453,0.0974,18.2218,0.0583,0.0563,0.005,5.0031,0.0407,0.9649,0.0121,5.0332,0.0223,0.0904,0.004,0.0041,0.0007,< LOD,0.0011,0.024,0.0016,1.7094,0.0176,< LOD,0.0014,0.0008,0.0007,0.0021,0.0007,0.0043,0.0007,0.0007,0.0004,< LOD,0.0004,0.0114,0.0009,0.0294,0.0009,0.0242,0.0008,< LOD,0.0022,< LOD,0.0025,< LOD,0.0016,< LOD,0.0056,0.0953,0.0256,< LOD,0.0008,0.0007,0.0007,0.002,0.0017,Passed
,,0,6222,3/20/2006 13:49,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,2.4634,0.8412,4.0992,0.1187,19.9112,0.0663,0.0763,0.0057,0.5502,0.016,1.4473,0.0145,4.7291,0.0212,0.2423,0.005,0.0106,0.0007,0.0025,0.0011,0.0317,0.0017,2.5971,0.0209,< LOD,0.002,< LOD,0.0007,0.0029,0.0007,0.0084,0.0008,0.0016,0.0005,< LOD,0.0004,0.0131,0.0009,0.0252,0.0009,0.0693,0.0012,< LOD,0.0022,< LOD,0.0026,< LOD,0.0016,< LOD,0.0052,0.0714,0.0225,< LOD,0.0009,< LOD,0.0008,0.0025,0.0019,Passed
,,0,6223,3/20/2006 13:50,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,2.4827,1.3336,1.7531,0.089,15.5877,0.0551,0.0494,0.0055,14.9165,0.0721,0.7437,0.011,8.9853,0.0319,< LOD,0.0033,< LOD,0.0007,< LOD,0.0014,0.0049,0.0018,1.2964,0.0176,< LOD,0.001,< LOD,0.0006,0.0023,0.0008,0.0029,0.0006,0.0011,0.0004,< LOD,0.0003,0.0105,0.001,0.0528,0.0011,0.0086,0.0005,< LOD,0.0019,< LOD,0.0024,< LOD,0.0015,< LOD,0.0062,0.0956,0.034,< LOD,0.0008,< LOD,0.0007,< LOD,0.0016,Passed
,,0,6224,3/20/2006 13:54,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,1.9474,1.1659,3.2043,0.1014,18.6367,0.0655,0.0614,0.0059,14.4066,0.0677,0.8043,0.0116,9.3689,0.0323,0.0178,0.004,< LOD,0.0007,< LOD,0.0014,0.0185,0.002,1.351,0.0179,< LOD,0.0011,0.0012,0.0007,0.0022,0.0008,0.0023,0.0006,< LOD,0.0004,< LOD,0.0004,0.0092,0.0009,0.0527,0.0012,0.0073,0.0005,< LOD,0.0018,< LOD,0.0024,< LOD,0.0016,< LOD,0.0056,0.1223,0.03,< LOD,0.0008,< LOD,0.0007,0.0018,0.0017,Passed
,,0,6225,3/20/2006 13:55,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,2.0227,1.0043,3.4249,0.126,21.4032,0.0838,0.0461,0.0056,8.8895,0.0509,1.1593,0.0138,7.1003,0.027,0.0217,0.004,< LOD,0.0006,0.0019,0.0013,0.0243,0.0019,1.6033,0.0183,< LOD,0.0009,0.0015,0.0008,0.0024,0.0008,0.0046,0.0007,< LOD,0.0003,< LOD,0.0003,0.0141,0.0009,0.0423,0.0009,0.0075,0.0005,< LOD,0.0016,< LOD,0.002,< LOD,0.0013,< LOD,0.0066,0.1831,0.0317,< LOD,0.0009,< LOD,0.0006,0.0022,0.0013,Passed
,,0,6226,3/20/2006 13:57,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,2.5644,1.0942,1.4147,0.0766,15.5585,0.0428,0.0299,0.0042,7.9604,0.0525,0.4182,0.0082,4.5295,0.0215,< LOD,0.0026,< LOD,0.0006,< LOD,0.001,0.0035,0.0012,0.5849,0.0105,< LOD,0.0012,< LOD,0.0005,0.0009,0.0005,0.0017,0.0005,< LOD,0.0004,< LOD,0.0004,0.0065,0.0007,0.0416,0.0012,0.0136,0.0008,< LOD,0.0028,< LOD,0.003,0.0032,0.0019,< LOD,0.005,0.0824,0.026,< LOD,0.0007,< LOD,0.0008,< LOD,0.002,Passed
